how|0.050141699612140656, many|0.05865336209535599, boxes|-0.002621424151584506, of|0.0013741196598857641, green|0.03271998092532158, apples|-0.006604871246963739, are|-0.020321771502494812, there|-0.02552800439298153	2	4	0	303566
is|-0.1410970240831375, the|-0.0601242259144783, guy|0.008379891514778137, on|0.05125817656517029, the|0.03249066695570946, left|0.07492075860500336, wearing|0.20162717998027802, red|0.015276982448995113	yes	no	0	26448
what|0.14279808104038239, kind|0.2119244635105133, of|0.04795350879430771, meat|0.44439607858657837, is|-0.0056183720007538795, being|-0.042749445885419846, prepared|-0.020214904099702835, here|-0.028821175917983055	chicken	turkey	0	533452
how|0.15290354192256927, many|0.2137688249349594, people|0.18464675545692444, are|0.03787378966808319, riding|-0.025196587666869164, on|0.005999564193189144, each|0.14916948974132538, bike|0.1181020513176918	2	2	1	374987
is|0.017398366704583168, the|0.0933067798614502, person|-0.1711767166852951, who|-0.26977095007896423, lives|-0.3481798768043518, here|0.019191909581422806, a|0.11939319223165512, musician|0.5721363425254822	no	yes	0	460312
is|-0.04962875694036484, the|-0.076335608959198, top|0.20832917094230652, button|0.30143192410469055, on|0.005230397917330265, his|0.03253196179866791, shirt|-0.017142588272690773, undone|0.1007426530122757	yes	yes	1	190595
what|-0.016265111044049263, is|0.02596038393676281, the|0.008971253409981728, person|0.040596410632133484, doing|0.1045590490102768, to|0.0010507323313504457, the|-0.014908595010638237, kite|-0.001062955241650343	throwing frisbee	flying	0	65008
what|-0.0022276253439486027, color|0.17794649302959442, is|0.036413274705410004, the|0.010951997712254524, car|0.13990432024002075, to|-0.01059915591031313, the|0.009143223986029625, left|0.005524511449038982	white	silver	0	520503
is|0.16932085156440735, the|0.0620247907936573, food|0.052110664546489716, napping|-0.05451466515660286, on|-0.06852269917726517, the|-0.012397048063576221, table|-0.01886563189327717	no	no	1	350623
what|0.10628596693277359, has|0.061147429049015045, been|-0.02456076815724373, to|0.01201596949249506, make|-0.09469273686408997, lights|-0.013521247543394566	pot		0	350623
what|0.016315443441271782, is|0.007384567521512508, in|-0.017495129257440567, the|-0.003104583593085408, top|0.023698870092630386, right|-0.029890622943639755, corner|0.06921273469924927	tree	tree	1	8647
is|-0.002368463668972254, there|0.1717652678489685, a|0.14056190848350525, bicycle|-0.15691332519054413, in|0.10124442726373672, this|-0.06067179888486862, picture|0.062203094363212585	yes	yes	1	56205
is|0.08234676718711853, the|0.02541988715529442, water|0.039092447608709335, running|0.16430605947971344, in|-0.02565530128777027, the|0.004471141379326582, sink|0.031365007162094116	no	no	1	103488
what|0.010957915335893631, is|0.07885129749774933, the|0.008186022751033306, teddy|0.02431108057498932, bear|0.05569447949528694, sitting|0.0907343178987503, on|0.21414080262184143	chair	table|stool	0	124039
is|0.13450726866722107, the|0.037547167390584946, weather|-0.024072499945759773, warm|0.18491186201572418, in|0.0540117546916008, this|0.054796282202005386, picture|0.06227181851863861	no	no	1	200296
how|0.10132579505443573, many|0.18842025101184845, people|0.2077244371175766, are|0.022821975871920586, in|-0.021270565688610077, this|-0.016715463250875473, photo|0.04947087541222572	2	2	1	200296
how|0.01957230269908905, many|0.017043285071849823, fruits|-0.00962795503437519, and|0.010084209032356739, veggies|0.008426341228187084, are|0.006397688761353493, there|0.009294158779084682	20	lot	0	303566
what|0.22189213335514069, is|0.1388276368379593, the|0.06026655435562134, person|0.17133279144763947, holding|0.00453561544418335, in|0.14156146347522736, hand|0.018174909055233	orange	orange	1	354333
does|-0.09541800618171692, this|-0.04629802331328392, look|0.1344718635082245, like|0.0973791852593422, a|0.0721547082066536, dorm|0.13831351697444916, room|0.16312888264656067	yes	yes|no	1	443797
is|0.05036570131778717, there|0.14928141236305237, a|0.15830041468143463, rug|0.021150991320610046, in|0.06212799996137619, the|0.014902760274708271, bedroom|-0.032162077724933624	yes	yes	1	443797
has|0.11601060628890991, it|0.1375788450241089, been|0.1763896346092224, raining|-0.10420100390911102, in|0.12995277345180511, this|0.004160640295594931, scene|0.08663758635520935	yes	yes	1	530162
where|0.45116472244262695, is|0.007475933991372585, this|0.09937344491481781, person|0.14762867987155914, cooking|-0.21189799904823303, this|-0.011553934775292873, meal|0.07601447403430939	kitchen	oven	0	533452
why|0.07861819118261337, is|0.023962141945958138, there|0.030890043824911118, white|6.998283788561821e-05, on|0.0038945148698985577, the|0.00918999407440424, grass|0.025011258199810982	soccer	lines	0	152019
is|-0.13828755915164948, this|-0.06245163083076477, the|-0.07340160012245178, apartment|0.2255878895521164, of|0.10133511573076248, someone|0.09819246083498001, old|0.27048346400260925	yes	no	0	460312
are|0.08097665011882782, the|0.08673961460590363, drinks|0.09463753551244736, vodka|-0.012138988822698593, and|-0.051456987857818604, orange|0.016495302319526672, juice|-0.12348093092441559	no	no	1	76384
what|0.01406855322420597, seating|0.8485016226768494, area|0.17482034862041473, is|-0.010136041790246964, on|-0.05291932821273804, the|-0.007727654650807381, right|-0.04641016572713852	bench	bench|picnic table	0	65008
are|0.09168967604637146, they|0.042271919548511505, all|0.002733806148171425, wearing|-0.013860709965229034, the|0.01716744527220726, same|-0.11289433389902115, color|0.14218038320541382	no	yes	0	352127
what|-0.08913395553827286, is|0.11257879436016083, the|0.030680354684591293, table|0.4523562490940094, made|0.24898837506771088, of|0.1083037331700325	wood	wood	1	350623
are|-0.0001702553709037602, there|0.15703627467155457, shadows|0.14491574466228485, on|0.07243900001049042, the|0.006205083802342415, sidewalk|0.09481682628393173	yes	yes	1	8647
what|0.04105011746287346, is|-0.051488958299160004, leaning|0.2744600176811218, against|0.22485409677028656, the|-0.015268435701727867, house|0.06788478791713715	bike	ladder	0	434410
how|0.06461217254400253, many|0.17950941622257233, windows|-0.020878421142697334, can|-0.049524225294589996, you|0.0006294160848483443, see|0.0490356981754303	2	1	0	434410
is|-0.07875195890665054, the|-0.05478629097342491, person|0.11955936253070831, feeding|0.09792013466358185, the|0.0034785401076078415, birds|0.019169652834534645	yes	yes|no	1	56205
are|-0.19982174038887024, there|-0.49238836765289307, mattress's|0.9225484132766724, on|-0.1416238695383072, the|0.038503579795360565, beds|-0.14638103544712067	no	yes	0	349483
what|-0.006239487789571285, type|0.026442954316735268, of|0.01644192263484001, animal|0.5381038784980774, is|0.018017660826444626, that|-0.0637228861451149	dog	horse	0	460682
are|-0.2904016077518463, the|-0.12280566990375519, bikers|0.4417864978313446, all|-0.4504138231277466, wearing|0.5064024925231934, helmets|0.09233307093381882	yes	yes	1	374987
what|0.19415031373500824, sport|0.43334275484085083, are|0.03398268669843674, the|-0.01586857996881008, girls|0.028540991246700287, playing|-0.029024481773376465	soccer	soccer	1	387079
what|0.11540991812944412, vegetable|0.6921926140785217, is|0.04882090166211128, on|0.061602309346199036, the|0.002417684765532613, plate|0.06448746472597122	broccoli	broccoli	1	3501
is|0.052359748631715775, there|-0.14661650359630585, meat|0.028889944776892662, in|0.07620016485452652, this|0.07894055545330048, dish|-0.04858897998929024	no	no	1	3501
how|0.02959977276623249, many|0.07276488095521927, elephants|0.01946451887488365, are|-0.014382176101207733, drinking|-0.0024061021395027637, water|-0.009660781361162663	4	15	0	245915
are|-0.0661495178937912, some|0.3128754198551178, of|0.0705651342868805, these|-0.012011833488941193, animals|0.03268948942422867, thirsty|0.15660643577575684	yes	yes	1	245915
do|0.2314235419034958, all|0.1320270150899887, the|0.05934635177254677, planes|0.025356918573379517, have|-0.046267397701740265, stripes|-0.20321135222911835	no	no	1	9699
are|-0.04191366955637932, these|0.06080951541662216, zebras|0.26406359672546387, roaming|0.005281176418066025, mountainous|0.0850457176566124, terrain|0.0741662010550499	yes	no	0	263014
are|-0.1155080497264862, these|-0.020539594814181328, zebras|0.11750945448875427, on|-0.03687424957752228, a|0.06636086106300354, road|0.21870365738868713	yes	yes	1	263014
what|-0.0156326312571764, is|0.021245095878839493, the|-0.011818069033324718, weather|0.5286241173744202, like|0.1133619174361229, outside|0.21703292429447174	sunny	sunny	1	472930
what|-0.004815204534679651, time|0.03706882894039154, of|0.08365051448345184, day|0.10995788127183914, is|0.005225932691246271, it|0.003006702521815896	morning	night	0	554266
what|-0.0005234854761511087, kind|0.028576791286468506, of|0.010031295008957386, light|0.34178397059440613, is|-0.07597892731428146, shown|-0.04767812788486481	fluorescent	lamp	0	554266
do|0.047756604850292206, those|-0.2115854173898697, boots|0.19095095992088318, look|0.18380600214004517, well|0.2131243199110031, worn|0.10892467200756073	yes	yes	1	505371
what|-0.08218012750148773, color|0.40875867009162903, is|0.054758667945861816, the|0.0037857131101191044, boy's|0.06413327157497406, hair|0.4833850562572479	blonde	blonde	1	190595
what|0.04162227734923363, colors|0.10044179111719131, are|0.002829162869602442, the|0.008776998147368431, boy's|-0.022638538852334023, toothbrush|0.22958554327487946	blue and green		0	190595
what|0.008778170682489872, color|0.2461560070514679, is|-0.02137194201350212, the|-0.023225566372275352, street|-0.12916526198387146, lights|0.47610142827033997	green	green	1	352127
is|-0.06762345135211945, this|-0.05561543628573418, an|-0.018342766910791397, spanish|0.24787668883800507, town|0.06339596956968307	yes	yes|no	1	8647
is|-0.05525302141904831, this|0.003211398608982563, in|0.008258010260760784, a|0.06017047539353371, park|0.14083550870418549	yes	yes	1	56205
is|-0.03723511844873428, this|0.008254235610365868, a|0.06909900903701782, girl|0.12012867629528046	yes	yes	1	65227
what|0.053649626672267914, uniform|-0.03159678727388382, is|0.006350437179207802, she|-0.0006784740253351629, wearing|0.092369444668293	adidas		0	65227
what|-0.006824921350926161, color|0.7473099231719971, is|0.06920371204614639, the|0.03525042533874512, fence|0.14655879139900208	white	white	1	65227
what|0.007704619783908129, color|0.5180789232254028, is|0.0140184685587883, the|0.009875912219285965, linoleum|-0.006384066306054592	black	blue	0	103488
how|-0.001391142955981195, is|0.0466298833489418, the|0.04090472683310509, floor|0.25457456707954407, made|0.09475350379943848	tile	tile	1	103488
do|0.12262217700481415, children|-0.19059383869171143, like|0.22990694642066956, this|-0.11115394532680511, object|0.14970426261425018	yes	yes	1	124039
are|-0.10191498696804047, the|-0.15109287202358246, red|0.33133721351623535, buses|0.08615237474441528, identical|0.08702852576971054	yes	yes|no	1	36012
what|-0.014795664697885513, color|0.34433212876319885, is|0.032251350581645966, the|0.013182735070586205, road|0.0020067484583705664	white	brown|gray	0	84018
does|-0.1021299809217453, this|0.0019309427589178085, orange|0.20431795716285706, have|0.12370289117097855, seeds|0.1584521234035492	yes	yes	1	354333
is|0.11484377086162567, this|-0.040158711373806, a|0.008355993777513504, whole|0.32759371399879456, orange|0.003930040635168552	no	no	1	354333
what|0.06364956498146057, are|0.03292899206280708, they|-0.07558371871709824, standing|0.20918826758861542, on|0.2738476097583771	snow	cauliflower	0	26448
who|0.2629367411136627, is|0.1072910726070404, in|0.16419383883476257, the|0.04487496614456177, bed|0.05065476894378662	no one	no one|nobody	1	443797
what|0.005208320915699005, brand|0.04070133715867996, is|-0.004934435710310936, the|0.0026363576762378216, umbrella|0.006285768933594227	nike		0	530162
is|-0.10764595866203308, the|0.004355573561042547, man|0.16830679774284363, using|-0.06283549964427948, potholders|-0.08681169152259827	yes	yes|no	0	533452
is|-0.053869158029556274, she|0.028360724449157715, on|0.09862391650676727, her|0.009909775108098984, phone|0.3710100054740906	yes	yes	1	375143
is|0.08906006067991257, this|0.0010878616012632847, person|-0.060049451887607574, wearing|0.03521021828055382, shoes|0.21805284917354584	no	no	1	375143
what|-0.012362129054963589, is|0.01750320754945278, the|-0.0012183518847450614, man|0.06393133848905563, doing|0.1543959081172943	talking on phone	taking picture	0	181466
what|0.024095477536320686, color|0.4982239007949829, is|0.1007482185959816, the|0.034319110214710236, vase|0.21545684337615967	white	white	1	181466
what|0.02539508417248726, is|0.0013477702159434557, on|0.0017304865177720785, the|-0.007424445357173681, screen|0.09579648822546005	video		0	460312
where|0.2665706276893616, are|0.044993918389081955, they|-0.02359859272837639, drinking|0.04920201376080513, wine|0.19754068553447723	table	restaurant	0	347087
what|0.04350680112838745, color|0.7386364340782166, is|0.06981934607028961, the|0.01908520981669426, plate|0.11885809153318405	white	white	1	3501
how|0.09759451448917389, many|0.2546209990978241, airplanes|0.16688942909240723, are|-0.055385127663612366, visible|-0.04987993463873863	2	3|4	0	9699
do|0.06416942179203033, you|-0.003411858342587948, see|0.12539851665496826, airlines|0.18921080231666565	yes	no	0	9699
what|0.0538148432970047, color|0.4965060353279114, are|0.05270068347454071, the|0.019129401072859764, zebras|0.11138538271188736	black and white	black and white	1	263014
what|0.03444778174161911, is|-0.00795038603246212, on|0.14746931195259094, the|0.010294714011251926, table|0.07690994441509247	flowers		0	472930
what|0.16923336684703827, is|0.10830383747816086, on|0.13542336225509644, the|0.04422742873430252, ground|0.5359786748886108	snow	snow	1	188958
where|-0.042484529316425323, is|-0.0016929584089666605, the|-0.001521040452644229, dog's|-0.01718873530626297, nose|0.24161647260189056	face		0	176697
is|-0.08120287209749222, the|-0.03471706062555313, window|-0.05527834966778755, almost|0.6122899651527405, closes|-0.12120155990123749	yes	yes	1	176697
what|-0.0074269697070121765, time|0.02782491408288479, does|-0.002298764418810606, it|0.0032628895714879036, say|0.018357856199145317	12:55		0	58655
what|0.0011499543907120824, is|-0.012824269942939281, in|0.01550863217562437, the|-0.015016700141131878, mug|0.4439309537410736	coffee	coffee	1	76384
what|0.03458592668175697, is|0.033008694648742676, in|0.09017838537693024, the|0.006145333405584097, bowl|0.20033282041549683	soup	soup	1	76384
is|-0.04432990029454231, it|0.0031368727795779705, a|0.0935826301574707, breezy|0.45869824290275574, day|0.012255067005753517	yes	yes|no	1	65008
are|0.0294498223811388, there|0.0923781543970108, any|-0.03206797316670418, street|0.13485713303089142, lights|0.03910253942012787	yes	yes	1	520503
what|0.007845137268304825, is|0.010137492790818214, on|0.005987958516925573, the|0.008958108723163605, billboard|0.0020013689063489437	luggage		0	352127
what|-0.050351791083812714, is|0.08536190539598465, the|0.013203213922679424, man|0.09191833436489105, doing|0.8339849710464478	surfing	surfing	1	196574
what|0.010529318824410439, gender|0.6018766164779663, is|0.03195728361606598, the|0.00780475465580821, person|0.07027312368154526	male	female	0	196574
how|0.09184915572404861, many|0.12187767773866653, cows|0.0650210827589035, are|0.007633951958268881, there|0.011567141860723495	3	5	0	472864
is|-0.1380252093076706, it|0.015225476585328579, cold|0.5030957460403442, outside|-0.006973031908273697	yes	yes	1	434410
where|0.2750488221645355, is|0.043313875794410706, this|0.17927785217761993, picture|0.18210868537425995	market	market|farmers market	1	303566
are|-0.15565118193626404, right|0.07264415919780731, turned|-0.18280339241027832, allowed|0.8028110265731812	no	no	1	84018
are|0.08934681117534637, the|0.012645941227674484, people|0.027985746040940285, real|0.2643961012363434	no	no	1	26448
is|-0.06378906965255737, her|0.03296351060271263, hair|-0.06298961490392685, long|0.14123788475990295	yes	yes	1	375143
is|0.03391711041331291, this|-0.028651943430304527, flat|0.18267837166786194, terrain|0.05678735673427582	no	yes|no	1	460682
is|0.07580997794866562, the|0.02301338128745556, photo|0.09013543277978897, colorful|0.3409311771392822	no	no	1	460682
are|-0.05548659339547157, these|-0.07340475171804428, people|-0.011443688534200191, social|0.1899697333574295	yes	yes	1	374987
are|0.0955987200140953, the|0.028504975140094757, elephants|-0.1367138773202896, swimming|0.2179478406906128	no	no	1	245915
is|0.10577066242694855, this|0.022082608193159103, room|0.06338448822498322, clean|0.23095297813415527	no	no	1	116786
is|0.12926587462425232, this|0.014171471819281578, toilet|0.058105893433094025, working|-0.1633012443780899	no	no	1	116786
did|0.20069648325443268, it|0.081782266497612, rain|0.14576025307178497, recently|-0.06454088538885117	yes	yes	1	472930
is|0.20092932879924774, this|0.016018562018871307, water|-0.002098972210660577, calm|0.46036672592163086	no	no	1	196574
are|0.0831354483962059, there|0.07081805169582367, balconies|0.1491893082857132	yes	yes	1	84018
are|-0.03370934724807739, they|0.06696374714374542, sleeping|0.15887965261936188	no	no	1	349483
are|0.0805276557803154, there|0.005175312049686909, flowers|0.2833831310272217	yes	yes	1	181466
what|0.07890363782644272, is|0.10495452582836151, lit|0.2519870698451996	candle	candle	1	347087
how|0.017022866755723953, many|0.07806956022977829, people|0.07922742515802383	4	8	0	188958
are|0.026985304430127144, there|0.14696703851222992, children|-0.08505915850400925	yes	yes|no	1	188958
is|-0.002855319995433092, it|-0.04203866422176361, daytime|0.3958403468132019	yes	yes	1	58655
is|0.01849796622991562, it|0.07857192307710648, snowing|0.4408833682537079	no	no	1	472864
does|0.2697411775588989, it|0.00047527963761240244, almost|-0.11179764568805695, seem|-0.04458262398838997, that|-0.01558735966682434, the|0.008866741321980953, fence|0.0033184506464749575, comes|0.015789251774549484, out|0.0396394357085228, of|-0.02439819648861885, hiding|0.18026907742023468, as|0.0013027330860495567, it|-0.00805076863616705, the|0.0018534052651375532, woman's|-0.06666641682386398, feet|-0.03623766452074051	no	yes	0	334782
what|0.009298785589635372, 2|-0.13406185805797577, words|0.0570361465215683, that|0.0018622044008225203, start|-0.048237115144729614, with|-0.003673819825053215, the|0.01402514148503542, letter|-0.02569475583732128, "l"|0.2785482704639435, appear|0.0025160829536616802, on|-0.0018475223332643509, the|-0.0006459559081122279, sign|0.024419786408543587	nasa		0	403481
what|-0.020945943892002106, does|-0.02053072117269039, the|-0.007939610630273819, person|0.09107977151870728, in|-0.005633209832012653, this|-0.0034384080208837986, picture|0.021848397329449654, have|0.15239420533180237, on|0.11972866207361221, his|0.03877313807606697, face|0.5209091305732727	glasses	glasses	1	241396
what|0.003150779055431485, is|0.01261421199887991, the|0.017387188971042633, name|0.1162218227982521, of|0.09465910494327545, the|0.004982715472579002, white|-0.06479807198047638, structure|0.4712843894958496, on|-0.022175520658493042, the|0.04827529191970825, right|-0.037676889449357986	gazebo	gazebo	1	359569
is|0.18678227066993713, the|0.013752608560025692, zebra|-0.04730702564120293, looking|0.2318330854177475, in|0.022311266511678696, the|-0.018424412235617638, same|0.01693122088909149, direction|-0.01878572814166546, it|-0.0684107169508934, is|0.003763959975913167, heading|-0.06331941485404968	no	no	1	176082
does|0.0037681893445551395, this|-0.0060136765241622925, look|0.03789878636598587, like|-0.021072683855891228, a|0.06803158670663834, young|0.20366182923316956, or|0.46578964591026306, an|0.009710202924907207, old|-0.07519667595624924, elephant|0.07454352080821991	young	young	1	59295
do|-0.0018099290318787098, you|0.07950738072395325, |0.10434688627719879, think|-0.3215804696083069, an|0.03740200027823448, adult|-0.07649823278188705, is|0.05479130521416664, monitoring|0.02313990145921707, this|0.13168634474277496, child|-0.007602739613503218	no	yes	0	377984
is|-0.08207801729440689, it|-0.004616654012352228, a|-0.017223848029971123, left|0.04080246016383171, or|0.45486360788345337, right|0.0953441858291626, hand|0.09553701430559158, holding|-0.007791403215378523, the|-0.009918652474880219, object|-0.01822531968355179	right	left	0	79721
what|0.0703880563378334, type|0.18785086274147034, of|0.04100587218999863, control|0.3518466055393219, is|0.033345505595207214, the|-0.0017265679780393839, dog|0.004192335065454245, appearing|-0.05729757621884346, to|-0.06394726037979126, hold|0.12092253565788269	wii	remote	0	273642
what|-0.0008223080076277256, is|0.014084781520068645, blue|-0.027011213824152946, colored|0.07366976886987686, in|0.019232723861932755, the|0.008850155398249626, background|0.0727725401520729, of|0.006178081035614014, the|0.005630466155707836, picture|0.022632816806435585	sky	sky	1	85144
was|0.15084949135780334, this|0.03625107556581497, picture|0.0023853129241615534, more|-0.05851024016737938, likely|0.05938074365258217, taken|0.01490886602550745, in|0.005000539124011993, africa|-0.09858949482440948, or|-1.1853991746902466, antarctica|0.581450879573822	no	africa	0	66491
how|0.2443322390317917, many|0.29037684202194214, of|0.07395461946725845, the|-0.007707688026130199, bottles|-0.04690093547105789, is|-0.03223002329468727, the|0.0055685765109956264, middle|0.03807549551129341, guy|0.07029683142900467, trying|0.002759356517344713	2	3	0	460684
is|-0.015576241537928581, there|0.20558148622512817, writing|0.055184125900268555, on|-0.00914771668612957, the|-0.018672993406653404, side|0.03409115970134735, of|0.08474495261907578, the|0.006223344709724188, bus|0.03196472302079201	yes	yes	1	148319
given|-0.03353589400649071, the|0.003700968809425831, in|0.03959140181541443, is|-0.011326956562697887, the|-0.020249230787158012, dog|0.026830457150936127, male|0.018546566367149353	no	yes	0	273642
is|0.11657438427209854, there|0.3725745677947998, a|0.02036570943892002, lot|-0.2424272894859314, of|0.3344144821166992, pigeons|-0.3967495858669281, in|-0.03750976547598839, this|-0.10426601022481918, picture|0.0831422433257103	yes	yes	1	2142
what|-0.0288353580981493, breeds|0.204640194773674, of|0.2050023227930069, dog|0.3883962333202362, are|-0.03228681534528732, represented|0.00650976225733757, in|0.014667900279164314, this|-0.006773222703486681, image|-0.02574830688536167	husky		0	359569
how|0.06063670665025711, many|0.07384339720010757, objects|0.020853739231824875, are|-0.0049986164085567, there|-0.014420740306377411, on|0.003556519979611039, the|-0.002561028581112623, long|-0.04658869653940201, table|0.00400870805606246	4	5	0	307614
is|0.010387543588876724, the|-0.013656881637871265, battery|-0.030536506325006485, on|-0.004442785866558552, the|0.04119047895073891, home|-0.042403340339660645, or|-0.08473405241966248, visitor|0.7468489408493042, team|-0.16495652496814728	right	home	0	286313
what|-0.007711568847298622, kind|0.03841647878289223, of|0.00042475698865018785, stain|1.0473895072937012, is|-0.018761655315756798, on|-0.016882872208952904, the|0.0020534121431410313, batter's|-0.06020192429423332, uniform|-0.05287566035985947	grass	dirt	0	286313
does|-0.07892085611820221, the|0.008386761881411076, elephant|-0.042225491255521774, have|-0.0034330941271036863, large|0.3723047077655792, or|0.24033229053020477, small|0.21941252052783966, tusks|0.028923682868480682	large	small	0	59295
is|0.05850870907306671, there|0.16505888104438782, another|0.20120294392108917, television|-0.14254191517829895, on|0.030325010418891907, the|0.004670470952987671, bottom|-0.029620688408613205, shelf|0.024129390716552734	yes	yes|no	1	302603
does|-0.09454213082790375, this|-0.10713592916727066, man|0.0032923747785389423, enjoy|0.3254442811012268, the|-0.008597873151302338, boston|0.09600172936916351, red|0.04072137176990509, sox|0.2739596962928772	yes	yes	1	2142
is|-0.021126849576830864, this|-0.0059748548083007336, taken|0.036946941167116165, off|0.02171398513019085, from|0.026845192536711693, above|0.1691550463438034, or|0.5425103902816772, below|0.21458753943443298	below	above	0	144874
what|-0.044984523206949234, number|0.15289878845214844, of|0.04641842842102051, people|0.04261711984872818, are|-0.0022100245114415884, holding|0.014748068526387215, |-0.01550767570734024, umbrellas|0.043638817965984344	2	7	0	158588
what|-0.004241873510181904, type|-0.0031665079295635223, of|-0.022277211770415306, rug|0.19873087108135223, is|-0.010146569460630417, on|-0.011370331048965454, the|-0.02849102020263672, floor|0.08929654210805893	oriental	oriental	1	307614
are|0.15635071694850922, his|0.06463607400655746, socks|-0.12239702045917511, and|0.05942459776997566, shoes|0.12474247068166733, the|0.020439889281988144, same|-0.027297254651784897, brand|0.024278217926621437	no	yes	0	433984
what|0.004871085286140442, is|0.005505028646439314, powering|-0.0087280860170722, the|-0.0001913224987220019, brown|0.00025392824318259954, and|0.007647150196135044, beige|0.018369436264038086, vehicle|0.03818339481949806	taxi	electricity	0	447342
what|-0.0002162223681807518, is|0.013564602471888065, the|0.026512950658798218, cat|-0.037913329899311066, sitting|0.09572561085224152, on|0.036421533674001694, top|0.16848112642765045, of|0.1967165321111679	bench	bench	1	397045
